OBJECTID,NAME,SHORT_NAME,PARKTYPE,COUNTY,SHOW,GLOBALID,CREATED_DATE,LAST_EDITED_DATE,SHAPE__Area,SHAPE__Length
732,Eighth Street Plaza,Eighth Street Plaza,County Government,Hamilton,1,517ba3ec-ce0b-4280-b1b6-cc9cbcb560a6,,,653.77734375,209.721096647884
733,Frost Playground,Frost Playground,Township,Hamilton,1,d82d6453-8258-42d0-a09a-546abd9fd13f,,,80115.732653141,1495.4779347761
734,Haffey Field,Haffey Field,City or Village,Hamilton,1,5fba50c3-cb01-4df5-b84d-438732733fa3,,,33988.29296875,903.086559224918
735,Bonnell Park,Bonnell Park,City or Village,Hamilton,1,a626d112-02c6-4709-9992-193a2530055e,,,94586.1328125,1521.07715021766
736,JULIFS PARK,Julifs Park,Township,Hamilton,1,93a09f05-66f0-469e-923a-b923ef4a3a59,,,176528.37109375,2318.41969985805
737,Dennis Puthoff Memorial & Veterans Park,Dennis Puthoff Memorial & Veterans Park,City or Village,Hamilton,1,70fd954a-a4eb-434c-b742-3da93dfe7cd1,,,1375.828125,183.203561602344
738,Patriot Point,Patriot Point,City or Village,Hamilton,1,5fbd71b9-974b-457f-949f-27c6f6f9f8e5,,,153.303024925292,44.6291931518283
739,Great Parks Alvis/Summe Tract,Great Parks Alvis/Summe Tract,Park District,Hamilton,1,ea3a1b56-7b78-4a25-bf53-2d02310ef203,,,1311290.84765625,7317.11782980693
740,PRESIDENTIAL COMMUNITY PARK,Presidential Community Park,City or Village,Hamilton,1,dfea417c-2382-4442-9ec3-cb3cfc8f9601,,,2194.203125,195.759879789707
741,Before We Sleep,Before We Sleep,Other Private,Hamilton,1,bc0943ba-adfc-49ff-8ca2-61286b67f7be,,,542.640625,94.9386308540808
742,French Park,French Park,City or Village,Hamilton,1,1628f9dc-27df-455b-a6d9-09ed0675f02d,,,1901153.95703125,7881.87400196398
743,Greater Cincinnati Firefighters Memorial,Greater Cincinnati Firefighters Memorial,City or Village,Hamilton,1,d6320f4c-dab1-48a8-b2fb-b0d72c975928,,,5964.266533494,475.210871566668
744,Central Pkwy/Eggleston Av Park,Eggleston Av Greenspace,City or Village,Hamilton,1,a0951e37-505a-4a94-90bb-def0a18466de,,,888.332701668143,126.650535124225
745,Clifton Plaza,Clifton Plaza,Nonprofit,Hamilton,1,84002a3a-0b9e-49a7-8e79-85832217ae8b,,,859.26171875,126.94390824943
746,Beechmont Connector,Beechmont Connector,City or Village,Hamilton,1,f96558ad-c74f-41e1-b186-9ca8a698fe83,,,2634.66796875,972.815170716167
747,Bell Tower Arts Pavilion,Bell Tower Arts Pavilion,City or Village,Hamilton,1,c4cf8144-8c6a-4751-9468-d04bc175df3e,,,13083.234375,454.329457590702
748,Haubner Field,Haubner Field,Nonprofit,Hamilton,1,b7ac98c2-26af-4025-80c1-d83526fcb163,,,35659.46875,803.161541034505
749,Spring Beauty Dell State Nature Preserve,Spring Beauty Dell State Nature Preserve,State Government,Hamilton,1,05e345f7-bcbc-49e3-9ea3-591834e1da78,,2025/10/31 14:15:10+00,276722.712576866,2711.60802953528
750,Trillium Trails State Nature Preserve,Trillium Trails State Nature Preserve,State Government,Hamilton,1,8c40d2ab-8ef9-48aa-aef9-0e692b04bc30,,2025/10/31 14:15:01+00,163580.0625,2310.04141513406
751,Sharon Woods Gorge State Nature Preserve,Sharon Woods Gorge State Nature Preserve,State Government,Hamilton,1,5dc3f405-f5a2-4e8c-85a3-c9c234aae83e,,,125847.01953125,2680.28143389644
752,Harmony Park,Harmony Park,City or Village,Hamilton,1,54525b29-0716-49f8-83a9-b69456fa561b,,,25927.895812273,672.913985876949
753,North Avondale Recreation Center,North Avondale Recreation Center,City or Village,Hamilton,1,f07bbb44-2f52-4bd1-9524-71815c52eb7c,2025/04/08 15:55:00+00,2025/04/08 16:04:29+00,45327.2168859839,980.482175747165
754,Civic Garden Center,Civic Garden Center,City or Village,Hamilton,1,47afb71c-e51b-467d-a282-82a381a56d4f,2025/10/31 14:11:46+00,2025/10/31 14:12:30+00,5856.8828125,459.495587659681
