OBJECTID,NAME,SHORT_NAME,PARKTYPE,COUNTY,SHOW,GLOBALID,CREATED_DATE,LAST_EDITED_DATE,SHAPE__Area,SHAPE__Length
566,YMCA GAMBLE-NIPPERT BRANCH,YMCA Gamble-Nippert Branch,Nonprofit,Hamilton,1,0202d4d3-3f62-44d4-be5c-0432f89db319,,,45028.84375,944.659542350187
567,HYDE PARK ELEMENTARY,Hyde Park Elementary School,Schools-Public,Hamilton,1,68610cbb-15a0-4028-93d8-7eca1a70bda5,,,22937.00390625,605.272926661218
568,Bodley Park,Bodley Field,City or Village,Hamilton,1,8d2f3a5a-3459-4612-89b6-30d2c9525a97,,,49968.3671875,927.722111319576
569,RIVERFRONT WEST SOFTBALL PARK,Riverfront West Softball Park,Private Commercial,Hamilton,1,2e34e3bf-69ca-45a2-8d24-b46f39450f17,,,117236.62109375,1503.81686632493
570,Piatt Park,Piatt Park,City or Village,Hamilton,1,54695a4e-a445-4894-a6d0-f18c2897d095,,,7241.8125,710.50319245098
571,BOND HILL RECREATION CENTER,Bond Hill Recreation Center,City or Village,Hamilton,1,af9f78bf-3327-4585-a20f-07246a7cc3ac,,,14805.46484375,494.808794209136
572,Spoils Field,Spoils Field,City or Village,Hamilton,1,c866c63b-5b77-454d-9180-beafa8dab753,,,98405.1953125,1416.32798327218
573,READING PARCEL-UNKNOWN USE,City of Reading Park,City or Village,Hamilton,1,bdd4d383-6729-4ee7-9353-b028bd68a75a,,,676.385309513658,101.628090605513
574,DUILE PARK,Dulle Park,City or Village,Hamilton,1,b0341003-5c48-4ae2-8903-7db24af78229,,,94494.1328125,1698.43709197835
575,WWC Cincinnati Catholic Cemetary Site,Saint Joseph Cemetery,Cemetery,Hamilton,1,f68655bb-cfcc-41b6-8690-47d58ab0ceb7,,,580882.12890625,3815.00496005503
576,MARIEMONT UNK. PARK MURRAY@HIAWATHA,Trolley Turnaround Park,City or Village,Hamilton,1,10c7e32f-c3e6-49d0-847b-282595281514,,,4603.1015625,302.733632719458
577,SILVERTON PARK,Ralph W. Ficke Memorial Park,City or Village,Hamilton,1,17f45455-4929-4aac-bedb-8b33302ed32f,,,45752.859375,966.079799499214
578,Seymour Preserve,Seymour Preserve,City or Village,Hamilton,1,1198a076-b833-4346-90d8-f75a9bc3c43e,,,573882.4765625,6972.37503445093
579,BI CENTENIAL GREEN-8015? CLOUGH,Bicentennial Green at Bauer Preserve,Township,Hamilton,1,2ec059f8-8c70-47ce-a013-8a3f0e89bcab,,,64905.44921875,1294.8364296794
580,Whitewater Township River Access,Whitewater Township River Access,Township,Hamilton,1,21a609fc-6d07-40d3-8475-7478c05aadbe,,2025/05/08 19:36:16+00,2336.6171875,200.942654857885
581,Sycamore Twp-unk. land-Kenwood Rd.,Sycamore Open Space,Township,Hamilton,1,3fa7d2d7-c91c-4d08-b43d-9db1f06c0b80,,,2640.04296875,341.584469368919
582,HELWIG PARK,Helwig Park,Township,Hamilton,1,bcd2a855-aa5c-4e09-99fe-ce0308d721d8,,,55620.41796875,1082.79766717912
583,GUARDIAN ANGELS ELEMENTARY SCHOOL,Guardian Angels Elementary School,Schools-Private,Hamilton,1,71da6697-7e23-4554-85cd-894bbfc62564,,2025/08/04 19:21:16+00,67005.703125,1963.72593378091
584,Laboiteaux Woods,Laboiteaux Woods,Park District,Hamilton,1,50e135f7-2a67-4000-bb15-401712c592fa,,,388882.1796875,3360.43097432639
585,Germania Park,Germania Park,Clubs-Members Only,Hamilton,1,a3805ba7-58c8-4350-b339-4eed5150b1a4,,,217931.40625,3029.42158828919
586,DORL FIELD,Dorl Field,Ball Field,Hamilton,1,dc066a30-cf6d-4876-abc7-5fff87f34341,,,25142.95703125,661.118009147201
587,Cheviot Memorial Fieldhouse and Athletic Fields,Cheviot Memorial Fieldhouse and Athletic Fields,City or Village,Hamilton,1,0d72d996-3da5-4865-8023-18616f959682,,,63159.859375,1036.84758583213
588,MARIEMONT CONCOURSE,Beech Grove Park,City or Village,Hamilton,1,9e37d518-f6f6-45cd-8663-0d4506874bcf,,,9581.4609375,513.209536511295
589,LINCOLN RECREATION COMPLEX ,Lincoln Recreation Center,City or Village,Hamilton,1,781330a2-6716-4da0-9b96-540a7ba4b162,,,26354.32421875,706.09818475699
590,BOB MEYER PARK,Bob Meyer Park,Township,Hamilton,1,0689e597-93e9-4427-8e96-bbc4dd5cd0b8,,,46879.66796875,1262.70666573048
591,PHEIFFER PARK,Pheiffer Park,City or Village,Hamilton,1,84af9485-b915-4757-8762-21c3226da6c1,,,12328.79296875,515.457932495981
592,DELHI TOWNSHIP PARK,Delhi Park,Township,Hamilton,1,16716ee4-26c6-4a07-ad25-ec8c58fa3acd,,,387013.51953125,4505.75745697988
593,BISHOP PARK,Veteran's Memorial Park,City or Village,Hamilton,1,6baf1365-79cd-40ee-965e-46ffdc11eb3a,,,10269.578125,411.208636866512
594,TANGLERIDGE/CARRIAGE HILL NATURE AREA,Tangleridge Nature Preserve,City or Village,Hamilton,1,9d3e9109-32d6-49db-9082-6ac46ca201fe,,,100140.09765625,1674.40720699673
595,ZIEGLER PARK,Ziegler Park,City or Village,Hamilton,1,bea48601-1def-4723-bdce-8e0ea2d72734,,,71637.66796875,1901.56583793617
596,MARIEMONT GARDENS PARK,South 80 Gardens and Walking Trails Park,City or Village,Hamilton,1,36d1f54b-863b-48e9-ab1d-975ac63017dc,,,509132.984375,3458.21442011461
597,ASHLAND RECREATION AREA,Ashland Playground,City or Village,Hamilton,1,00a44efc-4171-4e5c-b0d4-9985037557c7,,,14788.67578125,536.766496023392
598,CIVIC ASSOCIATION PLAYFIELD,Groesbeck Park,Township,Hamilton,1,3ab8c4c0-75ea-4e70-87bf-d0ae506052fb,,,112660.04296875,1662.10928527839
599,HARTWELL ELEMENTARY,Hartwell Elementary School,Schools-Public,Hamilton,1,90754201-3f54-4c07-986b-66be7713edd2,,,26326.21875,1273.48981972342
600,HIRSCH RECREATION COMPLEX ,Hirsch Recreation Complex,City or Village,Hamilton,1,63ad45ec-6316-4b45-9ae3-46eb4ebf0095,,2025/10/31 13:48:37+00,49358,1293.87439110189
601,CORRYVILLE RECREATION CENTER,Corryville Recreation Center,City or Village,Hamilton,1,2015bc8c-1c88-4846-9764-4dfd06024891,,,15666.0390625,527.834987592184
602,Grant Recreation Area,Grant Recreation Area,City or Village,Hamilton,1,f30ad87f-e72a-4896-8d34-fc95f148ddd4,,,7004.8203125,395.309683033264
603,Burger Municipal Park & Recreation,Woodlawn Recreation Center,City or Village,Hamilton,1,f9c3d89b-aedc-4320-b19e-1b1902716f50,,,88487.3557384014,1190.89150581055
604,Hendy Playground,Hendy Playground,City or Village,Hamilton,1,bd301290-9590-426f-beb8-d2be43a6af86,,,9938.390625,396.974507005953
605,Cornuelle Playground,Cornuelle Playground,City or Village,Hamilton,1,f7947885-f6a0-4c05-a3c1-89b983a22528,,,5302.86328125,355.182359816536
606,PADDOCK HILLS RECREATION AREA,Paddock Hills Recreation Area,City or Village,Hamilton,1,18c4f26a-dbbf-42c1-8c36-f619731b837f,,2025/04/15 16:45:26+00,21322.88671875,748.534300709711
607,Floral Park,Floral Park,City or Village,Hamilton,1,9a8da743-a154-4565-9a55-ec0d891cf31c,,,15284.1640625,500.717716780122
608,Hyde Park Square,Hyde Park Square,City or Village,Hamilton,1,329c57d9-adb4-42fe-a416-eb598d1af1f4,,,1720.09473758936,219.514936499331
609,CLARK POINT,Clark Point,City or Village,Hamilton,1,19801729-208c-41ad-9138-98140f115132,,,272.609375,74.0043176079414
610,Wayside Woods Park,Wayside Woods,Park District,Hamilton,1,9a41684a-2ccf-4cd3-bb80-d9c3461b59a9,,,59613.47265625,1129.93513863541
611,Mitchell Triangle,Mitchell Triangle,City or Village,Hamilton,1,e4e3e298-e09b-49a9-858b-a50d3a553509,,2025/10/31 13:26:05+00,3312.79596185684,275.102339062904
612,Marion Triangle,Marion Triangle,City or Village,Hamilton,1,3862b65d-702e-41d4-bc7f-af3261890836,,2025/10/31 13:27:43+00,1195.55886074901,150.022477013778
613,Orchard Park,Orchard Park,City or Village,Hamilton,1,917ad79e-38c7-4c72-9be6-0bb332796669,,,956.75390625,135.828816199025
614,Dr. Martin Luther King Junior Park,Dr. Martin Luther King Jr. Park,City or Village,Hamilton,1,3d3cb3c3-3720-4a28-8704-c8015dc0fdc7,,,39000.6328125,862.019977982061
615,COLLEGE HILL RECREATION CENTER,College Hill Recreation Center,City or Village,Hamilton,1,fd1c1d40-34f5-4aa6-9714-aacd5e89a143,,2025/04/15 13:15:09+00,25238.7890625,662.400107061323
616,Hartwell Playground,Hartwell Playground,City or Village,Hamilton,1,3940c79e-f266-44ae-b371-0be0bbe53f3e,,,3521.92578125,238.016989087972
617,Fleishmann Gardens,Fleishmann Gardens,City or Village,Hamilton,1,738bbabe-57ca-4da6-8f04-553527b413f7,,,28329.61328125,691.792322785897
618,Stuart Park,Stuart Park,City or Village,Hamilton,1,5ca18f46-70d9-4855-b099-d45dbcdbc98f,,,3810.6015625,249.423101572587
619,Buttercup Valley,Buttercup Valley,City or Village,Hamilton,1,35a3543a-c4e6-4c94-99a5-818a3c54068f,,,187448.28125,2709.17437525996
620,Burnet Woods,Burnet Woods,City or Village,Hamilton,1,edc9d01f-8c4a-4bb7-b3f5-fbf9deffef4f,,2025/10/31 14:09:15+00,609911.83203125,4721.08427129944
621,SCHWARZ RECREATION AREA ,Schwarz Recreation Area,City or Village,Hamilton,1,5e276d64-58fe-4647-9947-c737533403cb,,,12801.8203125,466.661721976117
622,HILLSIDE PARK,Hillside Park,Township,Hamilton,1,bd31e4d1-c66f-41cb-85c7-2e7e7d152e3f,,,213600.328125,2220.74233271794
623,Oak Glen Nature Preserve,Oak Glen Nature Preserve,Park District,Hamilton,1,a3b2652e-5cfb-444d-80ec-835ca5d8f058,,2025/06/12 15:20:00+00,3463897.13618851,16928.5754749479
624,Werk Road Property,Werk Road Property,Park District,Hamilton,1,baac4654-3105-41f2-acb1-143abc58c083,,,142791.8828125,2144.91148826396
625,Fernbank Park,Fernbank Park,Park District,Hamilton,1,4ea41d7a-bb60-45f0-8001-3012d2ae3c00,,,460406.7578125,5329.22700829734
626,SHORT WOODS-Fernbank Golf Course,Short Woods,City or Village,Hamilton,1,7b0226a6-e093-4e27-9ed7-69a1495f911e,,,231944.48828125,2193.72196637015
627,Buckeye Trace Nature Preserve,Buckeye Trace Nature Preserve,Conservancy District,Hamilton,1,3d958cdd-43a8-4f7a-8b94-aa44e118c78b,,,105254.03515625,1724.85149937589
628,Walnut Woods of Evanston,Walnut Woods of Evanston,City or Village,Hamilton,1,a0c0d88a-af35-4233-a515-391d195bc4de,,,75672.5234375,1619.43303724569
629,Green Man Park,Green Man Park,Park District,Hamilton,1,b73db544-254e-46f3-a315-b00686c670e3,,,2297.078125,191.783410975971
630,Badgley Run,Badgley Run,City or Village,Hamilton,1,d7590333-eebc-450c-91ff-f2b3165ca222,,,106643.3359375,4424.83624421964
631,Bertus Street Park,Bertus Street Park,City or Village,Hamilton,1,b2401b53-1d0a-42ce-987a-d7898d0badb4,,,983.127572501078,136.702719129085
632,Clifton Square,Clifton Square,City or Village,Hamilton,1,cc063d26-f326-4a88-83c7-0fca51d715cf,,,111.29296875,81.2146757752691
633,Cincinnati Observatory,Cincinnati Observatory,City or Village,Hamilton,1,bec8413e-70f2-4406-8a85-738a86f4980d,,,53219.8671875,987.714301951374
634,Fern Woods,Fern Woods,Park District,Hamilton,1,ca06d2fb-e5b6-402f-8fb2-6d73ed9b6a3f,,,39041.04296875,921.477413236851
635,Rakestraw Memorial Field,Rakestraw Recreation Area,City or Village,Hamilton,1,b3778c35-5b12-45a1-881e-6b60f7bfd384,,2025/10/31 12:14:02+00,32209.8325461149,843.310879497441
636,Ferry Street Park,Ferry Street Park,Park District,Hamilton,1,384bc821-1173-4785-9648-87f765182d57,,,20042.7265625,1224.29258075815
637,Schmidt Playfields,Schmidt Playfields,City or Village,Hamilton,1,0426604a-de48-4e2c-a379-b1b3b7795573,,2025/10/30 19:58:37+00,232368.015625,2676.92979053328
638,Spencer Center,Spencer Center,Schools-Public,Hamilton,1,3e50391f-6991-4b78-a451-4a00711f6dd5,,,9798.03515625,534.096139422321
639,South Avondale Elementary School,South Avondale Elementary School,Schools-Public,Hamilton,1,898dc9de-f2e2-4acb-9040-856b966ff38c,,,57892.828125,1188.53344181232
640,William Howard Taft National Historic Site,William Howard Taft National Historic Site,Federal Government,Hamilton,1,793237ff-4fd9-4658-a38a-ee2ebf2f1a0e,,,50313.109375,976.759162276262
641,Liberty Street Greenspace,Liberty Street Greenspace,City or Village,Hamilton,1,a06ac517-d827-44a2-a9d1-7c9a28ce42e3,,2025/10/30 19:56:42+00,17838.640625,2896.09788455735
642,CONGRESS GREEN STATE CEMETERY,Congress Green State Cemetery,State Government,Hamilton,1,78f67918-535a-431e-89c9-559b2bf908f7,,,14448.78125,484.2615684192
643,MIAMI TWP COMMUNITY PARK,Miami Township Community Park,Township,Hamilton,1,670945c4-a68d-46a3-a7dc-43a16f9ec57c,,,220747.73828125,2020.78014853755
644,VILLAGE OF FAIRFAX,Village of Fairfax Gazebo,City or Village,Hamilton,1,0458ff00-3732-44f4-833d-250e82803015,,,1237.4296875,141.619053490691
645,SKATE PARK,St Bernard Skate Park,City or Village,Hamilton,1,dcd2aff2-fdaf-4037-bfef-2e111b412e36,,,1961.98828125,191.193196697399
646,MIAMI GROVE NP,Miami Grove Nature Preserve,City or Village,Hamilton,1,5b1768b9-cee3-4f7c-beb5-71a2bc3c4413,,,431527.46484375,5993.55803334843
647,Junior Woman’s Club Park/Tot Lot,Junior Woman’s Club Park/Tot Lot,City or Village,Hamilton,1,0aec8d08-7d02-4476-a2d9-6221490b62b7,,,15497.03515625,732.221928767432
648,VINEYARD GOLF,Vineyard Golf Course,Park District,Hamilton,1,d76565ff-403c-4380-8d7f-bcc3e83c8a25,,,1267032.9765625,5640.51330000917
649,LINN AND LIVINGSTON PLAYGROUND,Linn and Livingston Playground,City or Village,Hamilton,1,c79a5051-2d9e-4e82-b69d-776637922686,,,2947.8984375,390.253098711325
650,Little Miami Scenic Bike Trail,Little Miami Scenic Bike Trail,State Government,Hamilton,1,348a5ed3-a52f-40ba-8b1c-cb0a4b5593ee,,,520471.73828125,32411.4666302965
651,Mt. Washington School,Mt. Washington School,Schools-Public,Hamilton,1,e2f99551-0e57-430f-ae58-e84af41d3341,,,39710.140625,896.781161771605
652,Bush (Myron B.) Recreation Center,Bush Recreation Center,City or Village,Hamilton,1,e5f586f3-7c60-4e22-8b04-77573d436800,,2025/10/31 14:15:02+00,9905.1328125,403.934503946986
653,Lincoln Park-Cincinnati Museum Center,Lincoln Park,,Hamilton,1,476793fa-18ca-4e7e-960e-14147914b58b,2025/04/09 14:32:44+00,2025/10/31 14:15:06+00,66766.47265625,1806.10920358847
654,RADIO RANGE PARK,Radio Range Park,City or Village,Hamilton,1,6199113e-7e8f-4103-999c-859e40381f4f,,,86726.97265625,1566.17980221868
655,Crest Hills School,Crest Hills Elementary School,Schools-Public,Hamilton,1,c1d732ed-d74a-42ca-880b-3f193c0c53a5,,,36499.33984375,1825.7671637188
656,Olden View Park,Olden View Park,City or Village,Hamilton,1,aed963d4-6e69-40cf-9fdf-162bb64fadac,,,1795.5,175.866741030204
657,IMAGO PRESERVE,Imago Preserve,Conservation Group,Hamilton,1,442914b7-fa29-4827-9c54-2a23511fc298,,,110046,2905.32320855768
658,Bicentennial Park,Bicentennial Park,Township,Hamilton,1,4bee0640-8027-47a4-a24c-190430c46c33,,,325157.05859375,2693.72167404383
659,Terrace Park River Bottom Land,Terrace Park Open Space,City or Village,Hamilton,1,36afc3af-afab-4893-89bc-b07ff3b543b3,,,175816.90234375,1829.2177233735
660,VINE STREET PARK AND POOL-ST.BERNARD,Vine Street Park and Pool,City or Village,Hamilton,1,ca9e43e6-c009-48d7-b083-9a47cab27736,,,37761.53515625,874.713923458882
661,Camp Dennison Nature Trail,Camp Dennison Nature Trail,Township,Hamilton,1,ab31ae0d-5419-45e6-ac7e-95c9ade2d33c,,,80643.65625,1354.5850142894
662,ROGER BACON HIGH SCHOOL,Roger Bacon High School,Schools-Private,Hamilton,1,b6f475b8-1142-4dd6-a735-3328713b164e,,,46958.23828125,890.335735347728
663,DALE PARK,Dale Park,City or Village,Hamilton,1,a4a53d37-d549-4356-abf7-d8c1231998e3,,2025/04/08 14:58:58+00,41412.46484375,1538.83342836184
664,RUMPKE PARK,Rumpke Park,Other Private,Hamilton,1,58bb2867-a131-44e0-842e-6e1341332007,,,149146.410451412,1687.51097594571
665,HUNTER PARK,Hunter Park,City or Village,Hamilton,1,f4a49b90-568d-42cc-997f-3c956d3a030c,,,15043.23828125,592.393129360511
666,STRICKERS GROVE,Strickers Grove,Private Commercial,Hamilton,1,cb7f7dd6-eac5-44ee-b56d-5c72cd456ac7,,,178718.41015625,1829.82224812261
667,Mariemont Concourse,Mariemont Greenspace,City or Village,Hamilton,1,209ce97a-9d18-4769-ac28-4379b13970d8,,,1417.90234375,154.106519279756
668,Robert L. Schuler Sports Complex,Robert L. Schuler Sports Complex,Township,Hamilton,1,33fb1ab6-9ac5-45ec-8a04-7928527a2cb7,,,125914.58203125,1611.98836895901
669,HOSBROOK PARK,Nelle V. Hosbrook Bird Sanctuary,City or Village,Hamilton,1,63353bb9-5c08-4477-9de9-25ad87309d50,,,5699.08203125,302.995508682633
670,Gorman Park,Gorman Park,City or Village,Hamilton,1,582c6147-bd8c-4d3e-a28f-87c3bbc168e2,,,43732.79296875,988.351051273075
671,Fernald Preserve,Fernald Preserve,Federal Government,Hamilton,1,925ef49c-65d1-412e-a2f2-1d0ecab41592,,,7079332.79296875,12773.2541388365
672,ISABELLA HOPKINS PARK,Isabella Hopkins Park,City or Village,Hamilton,1,8adb285d-4961-4b03-a24f-871dce2e90f9,,,3392.17578125,232.761125855065
673,SPRINGDALE COMMUNITY CENTER,Springdale Community Center,City or Village,Hamilton,1,d66b7256-190f-4eba-8adb-d3121f1162e9,,,208346.458151817,2003.55980298413
674,CRESCENT PARK,Crescent Park,City or Village,Hamilton,1,cbaca6fd-f75e-433b-9677-d999db063bcd,,,13042.015625,581.589294216397
675,Delshire Preserve,Delshire Preserve,Conservation Group,Hamilton,1,8a386ad3-a677-47cc-9aba-6c5ed58da225,,,90240.59375,1892.18922021654
676,CAMP DENNISON SITE,Grand Valley Preserve,City or Village,Hamilton,1,cae0fc8a-5c39-4520-9b2f-a0dbfca861a6,,,2019876.45703125,7457.83933161601
677,PALMA PARK,Palma Park,City or Village,Hamilton,1,913d9372-8ce7-441a-b03d-dbcdf7dd6c96,,,60547.6691080332,2405.47162500793
678,READING PARCEL-UNKNOWN USE,Quiet Park,City or Village,Hamilton,1,23086e3a-5aa7-4301-b7db-a177c2fa69ea,,,11175.83203125,571.041194238254
679,GEIER PRESERVE,Geier Preserve,Conservation Group,Hamilton,1,36f16707-a5e3-4f27-a646-6928eade419c,,,45358.296875,1588.20559952033
680,SILVERTON PARK-7050? MONTGOMERY,Silverton Park,City or Village,Hamilton,1,026d8a6b-1ae8-4b4e-932f-f95cd7ab06c1,,,5216.5546875,358.758599064664
681,The Bird Sanctuary,The Bird Sanctuary,Nonprofit,Hamilton,1,9ed0facf-896b-4cbd-b5d3-ad2514e82f8c,,,10361.40625,446.748796476537
682,DATER RECREATION AREA ,Dater Recreation Area,Schools-Public,Hamilton,1,e109a168-3148-492e-a9dd-c89254275234,,2025/04/15 13:27:05+00,39850.4521951675,909.97805938313
683,Bechtold Park,Bechtold Park,Township,Hamilton,1,619d18c1-49c3-4b6b-8038-4fe5cf50e121,,,146716.36328125,2312.0979784319
684,VORHEES PARK,Vorhees Park,City or Village,Hamilton,1,a10e3b09-150f-472c-b691-ad34475f6f42,,,13044.375,517.38660568744
685,MARIEMONT CONCOURSE,Wooster Median,City or Village,Hamilton,1,2fe6a488-a7f6-4a06-a088-6039b1e1b11d,,,8855.06640625,2143.77483088464
686,UC HARRIS M BENEDICT PRESERVE,UC Harris M. Benedict Nature Preserve,State Government,Hamilton,1,4786c952-9fc3-48aa-a5b8-f197822b421c,,,380882.20703125,2776.92831730458
687,HARRISON YOUTH FOOTBALL,William B. Baugh Memorial Field,Schools-Public,Hamilton,1,d425a30d-d1f7-4e2f-ae8b-af0ae0ffc71a,,,33026.9375,865.45231223553
688,Glendale War Memorial,Glendale War Memorial,City or Village,Hamilton,1,c3b42b42-0130-4372-93db-3f75da2c697f,,,4510.2890625,265.607887401608
689,GARDNER PARK,Gardner Park,City or Village,Hamilton,1,fce2d3dd-8a57-47dc-9d56-81c38b1a1f1a,,,155603.78125,2013.84071743019
690,BROADWELL PRESERVE,Broadwell Preserve,Conservation Group,Hamilton,1,bdeee8b5-af43-42de-97a1-53d5428ea364,,,107619.8828125,1794.79113949627
691,Kugler Mill Field,Kugler Mill Field,City or Village,Hamilton,1,7e758311-42c0-4003-90ab-626093500d42,,,117207.42578125,1384.01303312868
692,MCNICHOLAS HIGH SCHOOL,McNicholas High School,Schools-Private,Hamilton,1,ae3d6d2f-c5d1-4d45-afad-d1a7540c1d77,,2025/08/04 19:21:28+00,262019.98046875,2675.88613713504
693,BLUE ASH BICENTENIAL MEMORIAL,Bicentennial Memorial Park,City or Village,Hamilton,1,5691d395-9c03-4c26-b355-a4a8714af9e8,,,14702.234375,512.114115304534
694,OSKAMP RECREATION AREA ,Oskamp Recreation Area,City or Village,Hamilton,1,12b01c35-89dd-4a70-a188-62e34f67ba8d,,,115397.6796875,1477.36810633825
695,DOGWOOD PARK,Dogwood Park,City or Village,Hamilton,1,f7831e54-4993-4104-900e-2d719bdf8319,,,167411.05078125,2211.55955709666
696,N. BEND HALL PARK,North Bend Hall Park,City or Village,Hamilton,1,897ae6a4-4142-4fd3-bcb2-5481dc747be3,,,824.15234375,126.691524708997
697,KILGOUR ELEMENTARY,Kilgour Elementary School,Schools-Public,Hamilton,1,290ecae5-317c-486d-8e51-ea7c10a275c3,,,26077.90234375,1386.57876000901
698,CREST HILLS COUNTRY CLUB,Amberley Green,City or Village,Hamilton,1,3bc10a63-8173-43b1-a755-220f3bca1164,,,890356.3125,4046.8157758724
699,Wulsin Triangle,Wulsin Triangle,City or Village,Hamilton,1,8900d395-094b-4e44-9559-ad3a171deacb,,,6387.1953125,485.643984754174
700,Underwood Park,Underwood Park,City or Village,Hamilton,1,a33de149-83c6-42f6-933e-0317ab9974c8,,,20978.359375,803.023585105096
701,DeHart Playground,DeHart Playground,City or Village,Hamilton,1,57f79e49-d531-4c44-96dd-affc58fdb72c,,,2895.4453125,217.200901812837
702,Dryer Park,Dryer Recreation Area,City or Village,Hamilton,1,9e935d70-ddeb-40ff-b0f8-fe5e24874a37,,2025/12/03 17:10:39+00,32190.3046875,741.097797594377
703,Clear Creek Park,Clear Creek Park,Township,Hamilton,1,0822bca3-fa13-466b-82bf-6429b74b55be,,,862898.9453125,4321.35987943047
704,ROSELAWN SPORTS COMPLEX ,Roselawn Sports Complex ,City or Village,Hamilton,1,90b7efb3-5bc6-4cb6-8f38-3736862b9547,,2025/10/30 19:51:00+00,259144.61328125,2281.04231811218
705,Kennedy Heights Park,Kennedy Heights Park,City or Village,Hamilton,1,ff4bf90d-0bc3-46da-8e10-64dde9d92bd3,,,82033.796875,1232.74442069791
706,Jergens Park,Jergens Park,City or Village,Hamilton,1,dea6a1bf-c84c-4a07-b33c-d113dadf136f,,,4840.609375,295.552615686568
707,FOREST AND IRVING RECREATION AREA,Forest and Irving Recreation Area,City or Village,Hamilton,1,42d0fa83-07ea-4fd3-aa5d-393af0cb3ec5,,,7841.1171875,400.266740739127
708,HANNAFORD PLAYGROUND,Samuel Hannaford Memorial Play Area,City or Village,Hamilton,1,bd17ef19-f99f-4b96-98e7-f332976381aa,,,7011.27734375,349.014076226331
709,MARTIN LUTHER KING JR. RECREATION AREA ,Martin Luther King Jr. Recreation Area ,City or Village,Hamilton,1,7df42f54-fee1-41fd-99db-2d65c1c971f9,,,2601.16796875,206.081584498393
710,Withrow Nature Preserve,Withrow Nature Preserve,Park District,Hamilton,1,2262e79d-9318-413c-846a-51569cfff727,,,1817211.76953125,7031.30762681604
711,Embshoff Woods And Nature Preserve,Embshoff Woods And Nature Preserve,Park District,Hamilton,1,2828ecc9-ab2f-4c45-92d2-832fa5cc1a3c,,,2186562.484375,9084.19554704751
712,Spieker Tract,Spieker Tract,Park District,Hamilton,1,192799d9-b920-43cc-b8dd-1fbf63117d46,,,173266.6953125,2721.66292938533
713,Fischer Purchase,Fischer Purchase,Park District,Hamilton,1,dc029397-ed71-4596-a99d-522b0f3d6387,,,737859.7109375,4477.23345764844
714,Bracken Woods / Brodbeck Preserve,Bracken Woods / Brodbeck Preserve,City or Village,Hamilton,1,7b7c183b-4dd8-4c2d-963b-27eb6a3607d9,,,202811.7109375,2549.14850802568
715,Roll Hill Elementary,Roll Hill Elementary,Schools-Public,Hamilton,1,42bd254f-d05b-4e1e-8238-b7065a31955d,,,122810.1953125,2684.61386193167
716,Fay Apartment Tot Lot 1,Fay Apartment Tot Lot 1,City or Village,Hamilton,1,00e79d45-a050-4df9-9f68-682ea9a26736,,,1324.58203125,169.834592065576
717,College Hill Wolterman Memorial Park,College Hill Wolterman Memorial Park,City or Village,Hamilton,1,ca06278c-0017-4f1e-bd62-5fd0240c46c3,,,1982.04296875,183.311803647643
718,Turkey Haven Nature Preserve,Turkey Haven Nature Preserve,Conservancy District,Hamilton,1,0729b367-a98f-4721-a0a8-d383f66cf22d,,,16148.09765625,752.07587566652
719,Whitetail Woods Preserve,Whitetail Woods Preserve,Conservancy District,Hamilton,1,56ba1121-1ca6-4723-87db-c0a254ab0a23,,,110785.453125,3490.19898941545
720,Smale Riverfront Park,Smale Riverfront Park,,Hamilton,1,15e5f408-6848-4e9e-8f08-9033272c824e,,2025/10/31 14:14:59+00,141025.6640625,3939.20104734367
721,Wilson Common,Wilson Commons,City or Village,Hamilton,1,70e1759a-b20e-48a3-814a-0970f94944d5,,,141975.671875,2882.52457255786
722,Coverdale Retention,Covedale Retention,City or Village,Hamilton,1,7d155cfc-f24d-4e33-bdda-7f5f9c161896,,,3534.8671875,235.276925306552
723,WESTWOOD ELEMENTARY,Westwood Elementary School,Schools-Public,Hamilton,1,2808fbb0-200b-44eb-938a-977a5c40df04,,,20637.31640625,821.408687132875
724,Ludlow Blockhouse,Ludlow Blockhouse,Conservation Group,Hamilton,1,5b87323c-b2e2-4318-a00f-ceaad0bef706,,,1487.171875,202.514088986556
725,Woodward Park,Woodward Park,Park District,Hamilton,1,7a5dc663-2262-4272-a536-43473fee7313,,,59048.15234375,2537.30199985123
726,Geier Esplanade,Geier Esplanade,City or Village,Hamilton,1,4239d048-2d39-4780-ac30-70e8b8bd0b7d,,,3640.265625,353.313539911633
727,Magrish Preserve,Magrish Preserve,Park District,Hamilton,1,d8664562-31dc-4af8-90f5-8a0a6b7a4652,,,311791.90234375,4517.70533473449
728,California Ballfields,California Ballfields,City or Village,Hamilton,1,508f0d80-57ef-425c-8c66-d63af59cfe94,,,57953.76953125,1675.81888337162
729,Kellogg Recreation Area,Kellogg Recreation Area,City or Village,Hamilton,1,0e694c36-0ef2-4f84-86ba-2cf77169d0c0,,,99251.1796875,1270.7240104219
730,Hastings Street Open Space,Hastings Street Open Space,Park District,Hamilton,1,367e2427-80a9-4811-9d2e-20f005289ca9,,,17495.22265625,981.127709488008
731,Ezzard Charles Park,Ezzard Charles Park,Park District,Hamilton,1,2392d9e0-e732-4a16-a058-3d96b51ac0fb,,,55727.14453125,6117.81886701067
